pl_name,pl_masse,pl_rade,pl_orbsmax,pl_orbincl,pl_trandep,st_teff,st_rad,st_radv,st_dist,st_optmag
55 Cnc e,8.08000,1.910,0.015440,83.300,,5196.00,0.94,27.40,12.53,5.960
55 Cnc f,44.81200,,0.788000,90.000,,5196.00,0.94,27.40,12.53,5.960
61 Vir b,,,0.050201,,,5577.00,0.96,-8.20,8.52,4.740
61 Vir c,,,0.217500,,,5577.00,0.96,-8.20,8.52,4.740
70 Vir b,,,0.481000,,,5439.00,1.94,4.60,18.11,4.980
81 Cet b,,,2.500000,,,4785.00,11.00,,97.18,5.650
91 Aqr b,,,0.700000,,,4665.00,11.00,-25.75,45.52,4.250
DH Tau b,3496.00000,,330.000000,,,,0.27,,140.00,
UZ For b,2002.20000,,5.900000,,,,,,,
alf Ari b,,,1.200000,,,4553.00,13.90,-14.60,20.21,2.000
bet Cnc b,,,1.700000,,,4092.10,47.20,22.60,89.05,3.530
bet Pic b,,,9.100000,88.900,,,,,19.28,3.850
eps Eri b,492.63650,,3.390000,30.100,,,,16.00,3.21,3.820
eps CrB b,,,1.300000,,,4406.00,21.00,-30.92,70.42,4.150
gam 1 Leo b,,,1.190000,,,4330.00,31.88,,38.52,1.980
gam Cep b,,,2.050000,,,,4.90,,13.79,3.210
kap And b,4327.36000,,55.000000,,,10900.00,,,52.03,4.140
mu Leo b,,,1.100000,,,4538.20,11.40,13.60,40.78,3.880
nu Oph b,,,1.900000,,,4928.00,15.10,,46.84,3.340
RR Cae b,,,5.300000,17.600,,,,,,
ome Ser b,,,1.100000,,,4770.00,12.30,,80.64,5.230
omi UMa b,,,3.900000,,,5242.00,14.10,,56.31,3.360
tau Gem b,,,1.170000,,,4388.00,26.80,22.02,92.51,4.420
ups And b,,,0.059222,,,,1.56,-28.90,13.47,4.100
ups And d,,,2.513290,,,,1.56,-28.90,13.47,4.100
xi Aql b,,,0.680000,,,4780.00,12.00,,62.66,
Fomalhaut b,,,160.000000,55.000,,,,,7.70,1.160
1RXS J160929.1-210524 b,3000.00000,,330.000000,,,4060.00,,,145.00,
2MASS J01225093-2439505 b,7786.50000,,52.000000,,,3530.00,,9.60,36.00,14.240
2MASS J02192210-3925225 b,4417.83700,16.141,156.000000,,,3064.00,0.28,10.60,39.40,
2MASS J12073346-3932539 b,1271.00000,,46.000000,,,,,,52.40,20.150
2MASS J21402931+1625183 A b,6657.48000,10.310,,46.200,,2300.00,0.12,13.00,25.00,
BD-13 2130 b,,,2.100000,,,,,18.31,766.00,9.450
BD-11 4672 b,,,2.280000,,,4475.00,0.52,-87.30,27.30,9.990
BD-08 2823 b,,,0.056000,,,4746.00,,53.34,42.09,9.880
BD-08 2823 c,,,0.680000,,,4746.00,,53.34,42.09,9.880
BD-06 1339 b,,,0.042800,,,4324.00,,23.62,20.10,9.700
BD+14 4559 b,,,0.777000,,,5008.00,0.95,,50.03,9.630
BD+15 2940 b,,,0.539000,,,4796.00,14.70,,175.44,9.046
BD-17 63 b,,,1.340000,,,4714.00,0.69,,37.54,9.566
BD+20 274 b,,,1.300000,,,4296.00,17.30,,,9.360
BD+20 2457 b,,,1.450000,,,4137.00,49.00,,200.00,9.750
HD 164595 b,,,0.230000,,,5790.00,,1.70,28.93,7.100
HAT-P-57 b,587.98550,15.838,0.040600,88.260,,7500.00,1.50,-5.99,303.00,10.465
HAT-P-50 b,429.07050,14.437,0.045300,83.650,,6280.00,1.70,6.25,497.00,11.762
HAT-P-51 b,98.20947,14.493,0.050690,88.480,,5449.00,1.04,-27.56,470.00,13.440
HAT-P-52 b,259.98494,11.310,0.036940,87.020,,5131.00,0.89,61.50,385.00,14.068
HAT-P-53 b,471.65972,14.773,0.031590,86.200,,5956.00,1.21,-16.99,719.00,13.730
HD 1461 c,,,0.111700,,,5765.00,,-10.06,23.44,6.470
HD 204313 c,,,0.209900,,,5776.00,,-9.74,47.30,7.990
KIC 3558849 b,,6.900,,89.973,0.396900,6175.00,1.01,,,14.218
KIC 5951458 b,,6.600,,89.799,0.160000,6258.00,1.52,,,12.713
KIC 8540376 b,,4.100,,89.300,0.090000,6474.00,1.26,,,14.294
KIC 8540376 c,,2.400,,89.701,0.032400,6474.00,1.26,,,14.294
KIC 9663113 b,,4.600,,89.768,0.168100,6065.00,1.03,,,13.955
KIC 10525077 b,,5.500,,89.861,0.250000,6091.00,1.01,,,15.355
KIC 5437945 b,,6.400,,89.904,0.220900,6340.00,1.24,,,13.771
K2-25 b,,3.430,,88.300,,3180.00,0.29,38.64,,15.881
HD 32963 b,,,3.410000,,,5727.00,,-62.90,35.24,7.600
Kepler-818 b,,5.110,,,,5638.00,0.92,,967.00,15.062
Kepler-819 b,,2.760,,,,5279.00,0.81,,722.00,15.030
Kepler-820 b,,6.090,,,,6260.00,1.36,,989.00,13.968
Kepler-821 b,,1.310,,,,5191.00,0.80,,619.00,14.829
Kepler-822 b,,1.770,,,,5928.00,1.08,,956.00,14.609
Kepler-823 b,,1.570,,,,5643.00,0.96,,896.00,14.801
Kepler-824 b,,1.870,,,,6035.00,1.22,,1352.00,14.946
Kepler-825 b,,1.530,,,,5976.00,1.08,,820.00,14.207
Kepler-825 c,,1.840,,,,5976.00,1.08,,820.00,14.207
Kepler-826 b,,1.250,,,,6079.00,1.15,,649.00,13.446
Kepler-827 b,,5.630,,,,5602.00,0.91,,1352.00,15.897
TYC 3667-1280-1 b,,,0.210000,,,5130.00,6.26,9.54,481.00,9.860
Kepler-828 b,,1.510,,,,5039.00,0.77,,625.00,15.055
Kepler-829 b,,2.110,,,,5698.00,0.97,,954.00,14.931
Kepler-830 b,,1.700,,,,6037.00,1.11,,1122.00,14.788
Kepler-831 b,,1.270,,,,5732.00,0.97,,577.00,13.687
Kepler-832 b,,2.060,,,,5596.00,0.90,,1346.00,15.906
Kepler-833 b,,2.020,,,,4339.00,0.62,,421.00,15.473
Kepler-834 b,,2.020,,,,4554.00,0.66,,620.00,15.931
Kepler-835 b,,2.790,,,,5954.00,1.11,,2011.00,15.965
Kepler-836 b,,2.730,,,,5895.00,1.04,,1003.00,14.630
Kepler-837 b,,2.560,,,,5403.00,0.81,,846.00,15.198
Kepler-838 b,,2.730,,,,5770.00,0.96,,1210.00,15.300
Kepler-839 b,,2.570,,,,6058.00,1.31,,833.00,13.601
Kepler-840 b,,17.070,,,,5920.00,1.06,,778.00,14.152
Kepler-841 b,,5.230,,,,5324.00,0.81,,1052.00,15.740
Kepler-842 b,,1.600,,,,4848.00,0.73,,552.00,15.127
Kepler-856 b,,9.300,,,,5535.00,0.93,,1175.00,15.570
Kepler-857 b,,6.800,,,,5773.00,0.99,,1039.00,15.061
Kepler-858 b,,4.870,,,,5653.00,0.91,,296.00,12.450
Kepler-859 b,,3.090,,,,5020.00,0.77,,915.00,15.887
Kepler-861 b,,2.280,,,,5047.00,0.78,,806.00,15.623
Kepler-862 b,,2.210,,,,5333.00,0.84,,806.00,15.297
Kepler-863 b,,2.900,,,,5678.00,0.95,,1145.00,15.430
Kepler-864 b,,2.400,,,,5754.00,1.00,,1573.00,15.776
Kepler-866 b,,1.630,,,,4751.00,0.71,,690.00,15.835
Kepler-867 b,,4.640,,,,5541.00,0.91,,824.00,14.827
Kepler-843 b,,2.590,,,,5830.00,1.03,,1247.00,15.269
Kepler-868 b,,2.050,,,,5614.00,0.89,,1269.00,15.695
Kepler-870 b,,2.780,,,,5857.00,1.02,,1231.00,15.259
Kepler-844 b,,1.680,,,,4128.00,0.57,,394.00,15.840
Kepler-845 b,,2.040,,,,4913.00,0.75,,471.00,14.631
Kepler-846 b,,2.480,,,,5579.00,0.91,,1233.00,15.650
Kepler-847 b,,1.180,,,,4940.00,0.77,,529.00,14.782
Kepler-848 b,,1.700,,,,5695.00,1.20,,797.00,14.056
Kepler-849 b,,7.140,,,,6059.00,1.64,,747.00,12.849
Kepler-850 b,,1.780,,,,5932.00,1.09,,1535.00,15.451
Kepler-851 b,,1.680,,,,5455.00,0.85,,869.00,15.135
Kepler-852 b,,2.540,,,,6100.00,1.16,,854.00,13.949
Kepler-853 b,,1.690,,,,6350.00,1.55,,610.00,12.320
Kepler-854 b,,16.720,,,,6179.00,1.27,,741.00,13.480
Kepler-871 b,,3.740,,,,5993.00,1.14,,1695.00,15.689
Kepler-872 b,,1.990,,,,5902.00,1.08,,1114.00,15.106
Kepler-873 b,,3.750,,,,6163.00,1.27,,1397.00,14.829
Kepler-875 b,,2.900,,,,5958.00,1.11,,1244.00,15.219
Kepler-876 b,,1.430,,,,5060.00,0.77,,735.00,15.369
Kepler-877 b,,2.120,,,,5261.00,0.81,,572.00,14.516
Kepler-878 b,,1.930,,,,5044.00,0.77,,567.00,14.817
Kepler-880 b,,2.660,,,,6761.00,1.74,,673.00,12.082
Kepler-881 b,,1.780,,,,5961.00,1.09,,1364.00,15.216
Kepler-882 b,,1.230,,,,5476.00,0.87,,525.00,14.083
Kepler-884 b,,1.230,,,,5715.00,0.94,,420.00,13.069
HATS-13 b,172.58169,13.585,0.040570,88.550,,5523.00,0.89,25.80,476.00,13.887
HATS-14 b,340.39593,11.646,0.038150,88.830,,5346.00,0.93,30.19,513.00,13.790
OGLE-2012-BLG-0563L b,123.00000,,0.900000,,,,,,1300.00,
HD 95872 b,,,5.200000,,,5312.00,,,7.56,9.895
psi 1 Dra B b,,,4.430000,,,6212.00,,-11.00,22.16,5.699
HD 5583 b,,,0.530000,,,4830.00,9.09,11.68,221.00,7.600
BD+15 2375 b,,,0.576000,,,4649.00,8.95,-9.65,774.00,10.310
K2-29 b,232.01590,13.339,0.042170,86.656,,5358.00,0.86,32.88,,12.526
MOA-2011-BLG-028L b,30.00000,,4.140000,,,,,,7380.00,
KELT-10 b,215.80657,15.681,0.052500,88.610,1.416000,5948.00,1.21,,183.00,10.854
OGLE-2012-BLG-0724L b,149.38010,,1.600000,,,,,,6700.00,
Kepler-885 b,,2.500,,,,6187.00,1.35,,632.00,12.841
Kepler-886 b,,1.520,,,,6098.00,1.16,,857.00,13.939
Kepler-887 b,,1.840,,,,6194.00,1.29,,831.00,13.470
Kepler-887 c,,1.130,,,,6194.00,1.29,,831.00,13.470
Kepler-888 b,,1.760,,,,5875.00,0.90,,413.00,13.046
Kepler-889 b,,1.090,,,,5961.00,1.25,,513.00,12.710
Kepler-890 b,,8.890,,,,5954.00,1.13,,1387.00,15.182
Kepler-304 e,,1.200,,,,4731.00,0.69,,,14.840
Kepler-891 b,,6.410,,,,5887.00,1.07,,1372.00,15.287
Kepler-892 b,,2.810,,,,4747.00,0.72,,640.00,15.587
Kepler-893 b,,3.030,,,,5820.00,0.99,,1216.00,15.182
Kepler-894 b,,2.780,,,,5603.00,0.85,,1090.00,15.439
Kepler-895 b,,1.540,,,,4315.00,0.61,,516.00,15.988
Kepler-896 b,,2.530,,,,5262.00,0.81,,896.00,15.481
Kepler-897 b,,2.390,,,,5839.00,1.04,,1147.00,15.068
Kepler-898 b,,1.490,,,,4223.00,0.62,,479.00,15.961
Kepler-899 b,,2.680,,,,5595.00,0.91,,1038.00,15.401
Kepler-900 b,,2.080,,,,4836.00,0.73,-18.32,505.00,14.940
Kepler-901 b,,1.370,,,,4184.00,0.57,,241.00,14.699
Kepler-902 b,,2.540,,,,5647.00,0.93,,904.00,14.904
Kepler-903 b,,2.010,,,,5682.00,0.97,,829.00,14.659
Kepler-903 c,,2.530,,,,5682.00,0.97,,829.00,14.659
Kepler-904 b,,1.770,,,,6160.00,1.25,,1151.00,14.429
Kepler-905 b,,1.410,,,,5461.00,0.86,,521.00,13.984
Kepler-906 b,,2.110,,,,6035.00,1.02,,758.00,13.956
Kepler-907 b,,1.200,,,,6106.00,1.38,,352.00,11.049
Kepler-908 b,,1.220,,,,5973.00,1.12,,250.00,11.524
Kepler-909 b,,1.470,,,,6154.00,1.23,,318.00,11.538
Kepler-910 b,,0.820,,,,6230.00,1.50,,402.00,11.600
Kepler-911 b,,2.600,,,,6112.00,1.99,,567.00,11.855
Kepler-912 b,,2.800,,,,5998.00,1.11,,1265.00,15.341
Kepler-913 b,,2.060,,,,4687.00,0.61,,597.00,15.767
Kepler-914 b,,1.380,,,,5877.00,1.15,,678.00,13.574
Kepler-915 b,,1.500,,,,6173.00,1.38,,806.00,13.298
Kepler-916 b,,1.760,,,,5248.00,0.81,,769.00,15.200
Kepler-918 b,,1.740,,,,6028.00,1.14,,1245.00,14.971
Kepler-919 b,,2.250,,,,6113.00,1.21,,1219.00,14.681
Kepler-920 b,,2.420,,,,5403.00,0.85,,926.00,15.280
Kepler-921 b,,2.870,,,,5663.00,0.91,,847.00,14.739
Kepler-922 b,,1.420,,,,5671.00,0.93,,558.00,13.757
Kepler-923 b,,1.380,,,,5988.00,1.26,,966.00,14.042
Kepler-924 b,,3.070,,,,6167.00,1.23,,995.00,14.171
Kepler-926 b,,2.310,,,,5806.00,1.01,,771.00,14.279
Kepler-927 b,,1.720,,,,5743.00,0.99,,879.00,14.630
Kepler-928 b,,1.590,,,,4700.00,0.70,,532.00,15.320
Kepler-929 b,,1.110,,,,5869.00,1.02,,820.00,14.542
Kepler-931 b,,1.330,,,,5241.00,0.81,,490.00,14.471
Kepler-932 b,,1.370,,,,5331.00,0.84,,478.00,14.131
Kepler-933 b,,2.460,,,,5346.00,0.84,,922.00,15.469
Kepler-934 b,,2.090,,,,5001.00,0.77,,603.00,15.061
Kepler-936 b,,1.450,,,,5482.00,0.89,,687.00,14.581
Kepler-937 b,,3.720,,,,6095.00,1.22,,1482.00,15.224
Kepler-937 c,,2.670,,,,6095.00,1.22,,1482.00,15.224
Kepler-939 b,,1.750,,,,5471.00,0.85,,1029.00,15.534
Kepler-940 b,,3.340,,,,5769.00,0.96,,1317.00,15.517
Kepler-941 b,,3.080,,,,5539.00,0.86,,1105.00,15.601
Kepler-942 b,,2.130,,,,4861.00,0.75,,218.00,13.054
Kepler-943 b,,5.930,,,,5612.00,0.91,,1239.00,15.640
Kepler-945 b,,2.630,,,,5718.00,0.97,,1543.00,15.898
Kepler-946 b,,1.930,,,,5665.00,0.93,,918.00,14.941
Kepler-947 b,,2.280,,,,5508.00,0.87,,1188.00,15.789
Kepler-948 b,,1.850,,,,5679.00,0.94,,884.00,14.800
Kepler-1288 b,,1.120,,,,6132.00,1.29,,715.00,13.321
Kepler-1289 b,,1.520,,,,6080.00,1.17,,1059.00,14.590
Kepler-1290 b,,1.420,,,,5660.00,0.93,,1321.00,15.711
Kepler-1291 b,,1.660,,,,5216.00,0.80,,982.00,15.868
Kepler-1292 b,,1.820,,,,5556.00,0.93,,1406.00,15.934
Kepler-411 c,,3.270,,,,4974.00,0.79,,,12.231
Kepler-950 b,,8.980,,,,5857.00,1.02,,1489.00,15.700
Kepler-951 b,,5.590,,,,4834.00,0.73,,408.00,14.521
Kepler-952 b,,7.650,,,,5730.00,0.99,,1167.00,15.254
Kepler-167 d,,1.194,0.140500,89.352,,4890.00,0.73,-29.30,330.00,14.023
Kepler-167 e,,10.150,1.890000,89.976,,4890.00,0.73,-29.30,330.00,14.023
HIP 8541 b,,,2.800000,,,4670.00,7.83,,168.63,7.880
HIP 74890 b,,,2.100000,,,4850.00,5.77,,91.49,7.050
Kepler-953 c,,1.190,,,,5416.00,0.99,,240.00,12.160
Kepler-1275 b,,1.480,,,,6296.00,1.36,,1280.00,14.460
Kepler-1276 b,,1.190,,,,6188.00,1.21,,587.00,12.885
Kepler-1277 b,,1.600,,,,5578.00,0.92,,606.00,14.050
Kepler-1278 b,,1.010,,,,6074.00,1.16,,743.00,13.658
Kepler-1279 b,,1.750,,,,6221.00,1.33,,1017.00,13.973
Kepler-1280 b,,1.870,,,,6227.00,1.32,,1006.00,14.074
Kepler-1281 b,,1.640,,,,5353.00,0.83,,1090.00,15.790
Kepler-1282 b,,1.550,,,,5504.00,0.89,,1126.00,15.545
Kepler-1283 b,,1.910,,,,6175.00,1.25,,1452.00,15.079
Kepler-1284 b,,1.210,,,,5123.00,0.79,,852.00,15.645
Kepler-1285 b,,0.970,,,,6170.00,1.28,,364.00,11.714
Kepler-1286 b,,2.150,,,,5753.00,0.98,,1150.00,15.166
Kepler-1287 b,,1.540,,,,5715.00,0.94,,1027.00,15.051
Kepler-1294 b,,3.190,,,,5776.00,0.97,,1120.00,15.174
Kepler-1295 b,,1.550,,,,5486.00,0.89,,1257.00,15.890
Kepler-1296 b,,0.910,,,,5359.00,0.83,,631.00,14.667
Kepler-1297 b,,0.970,,,,5818.00,0.99,,996.00,14.812
Kepler-1298 b,,1.310,,,,6339.00,2.00,,498.00,11.392
Kepler-1299 b,,2.980,,,,5609.00,0.91,,1352.00,15.922
Kepler-1300 b,,1.370,,,,6130.00,1.79,,757.00,12.816
Kepler-1301 b,,1.400,,,,5188.00,0.81,,816.00,15.400
Kepler-1302 b,,1.430,,,,5236.00,0.82,,727.00,15.102
Kepler-1303 b,,1.420,,,,5771.00,1.00,,905.00,14.640
Kepler-1293 b,,0.970,,,,6241.00,1.28,,770.00,13.383
Kepler-1304 b,,2.290,,,,5259.00,0.81,,682.00,15.022
Kepler-1305 b,,1.880,,,,5701.00,0.96,,1343.00,15.785
Kepler-1306 b,,1.910,,,,5727.00,0.97,,1130.00,15.243
Kepler-1307 b,,2.470,,,,5884.00,1.08,,1396.00,15.394
Kepler-1308 b,,0.520,,,,3468.00,0.34,,73.00,14.488
Kepler-1310 b,,1.440,,,,5549.00,0.88,,583.00,14.159
Kepler-1311 b,,1.240,,,,5748.00,1.40,,705.00,13.349
Kepler-1311 c,,1.220,,,,5748.00,1.40,,705.00,13.349
Kepler-1313 b,,1.760,,,,5453.00,0.85,,187.00,11.799
Kepler-1314 b,,5.110,,,,4188.00,0.59,,462.00,16.406
Kepler-398 d,,0.880,,,,4493.00,0.61,,,13.256
Kepler-1315 b,,1.380,,,,4861.00,0.75,,505.00,14.975
Kepler-1316 b,,3.540,,,,5884.00,1.12,,753.00,14.000
Kepler-1318 b,,3.110,,,,4598.00,0.70,,475.00,15.165
Kepler-1319 b,,1.340,,,,3655.00,0.54,,114.00,14.717
Kepler-1320 b,,1.700,,,,4817.00,0.74,,771.00,15.898
Kepler-401 d,,2.270,,,,6117.00,1.33,,,13.312
Kepler-1178 b,,1.070,,,,4990.00,0.75,,336.00,13.831
Kepler-1197 b,,1.250,,,,4708.00,0.72,,505.00,15.130
Kepler-1198 b,,1.470,,,,5517.00,0.90,,777.00,14.776
Kepler-1199 b,,1.150,,,,5889.00,1.17,,540.00,13.037
Kepler-1179 b,,1.320,,,,5212.00,0.81,-26.04,454.00,14.077
Kepler-1181 b,,1.570,,,,6176.00,1.30,,867.00,13.827
Kepler-1182 b,,2.410,,,,5924.00,1.05,,1258.00,15.356
Kepler-1183 b,,2.820,,,,5765.00,0.99,,1378.00,15.778
Kepler-1184 b,,2.680,,,,5983.00,1.07,,1193.00,14.953
Kepler-1186 b,,2.230,,,,5635.00,0.93,,1112.00,15.306
Kepler-1187 b,,2.610,,,,5975.00,1.09,,1029.00,14.562
Kepler-1188 b,,2.080,,,,5913.00,1.06,,1202.00,15.004
Kepler-1189 b,,1.770,,,,6012.00,1.16,,883.00,14.285
Kepler-1190 b,,1.330,,,,4730.00,0.72,,384.00,14.471
Kepler-1191 b,,1.510,,,,5308.00,0.81,,876.00,15.378
Kepler-1192 b,,2.360,,,,5438.00,0.83,,1108.00,15.684
Kepler-1193 b,,1.320,,,,5908.00,1.21,,695.00,13.467
Kepler-1194 b,,1.510,,,,5590.00,0.92,,616.00,14.129
Kepler-1195 b,,2.080,,,,4965.00,0.71,,812.00,15.888
Kepler-1196 b,,2.230,,,,5756.00,0.97,,946.00,14.862
Kepler-1200 b,,1.060,,,,4612.00,0.70,,579.00,15.793
Kepler-1201 b,,2.290,,,,6177.00,1.24,,1202.00,14.724
Kepler-1202 b,,2.940,,,,5834.00,1.04,,1393.00,15.658
Kepler-1203 b,,1.060,,,,4105.00,0.61,,269.00,14.934
Kepler-1204 b,,3.050,,,,5825.00,1.03,,1282.00,15.301
Kepler-1205 b,,1.410,,,,5226.00,0.81,,766.00,15.143
Kepler-1206 b,,1.640,,,,4877.00,0.75,,807.00,15.975
Kepler-1207 b,,1.620,,,,5909.00,1.06,,946.00,14.500
Kepler-1208 b,,2.320,,,,5001.00,0.76,,877.00,15.938
Kepler-1209 b,,1.510,,,,6210.00,1.38,,558.00,12.476
Kepler-1210 b,,1.700,,,,5568.00,0.92,,1155.00,15.553
Kepler-1211 b,,2.550,,,,5705.00,0.94,,1486.00,15.832
Kepler-1212 b,,2.140,,,,6051.00,1.15,,1304.00,15.012
Kepler-1213 b,,1.190,,,,6050.00,1.21,,685.00,13.386
Kepler-1214 b,,2.360,,,,5130.00,0.80,,757.00,15.279
Kepler-1215 b,,1.220,,,,5616.00,0.93,,701.00,14.431
Kepler-1216 b,,1.390,,,,5743.00,0.98,,1124.00,15.133
Kepler-1217 b,,1.990,,,,5905.00,1.08,,1363.00,15.298
Kepler-1218 b,,1.440,,,,5986.00,1.10,,667.00,13.578
Kepler-1219 b,,2.120,,,,5944.00,1.94,,622.00,12.249
Kepler-1220 b,,1.520,,,,5842.00,0.99,,958.00,14.985
Kepler-1221 b,,1.880,,,,5194.00,0.82,,909.00,15.563
Kepler-1222 b,,0.790,,,,5239.00,0.80,,455.00,14.100
Kepler-1223 b,,1.220,,,,4870.00,0.75,,455.00,14.610
Kepler-1225 b,,1.820,,,,6140.00,1.19,,1241.00,14.689
Kepler-1226 b,,1.450,,,,5923.00,1.02,,779.00,14.150
Kepler-1227 b,,2.290,,,,5747.00,0.95,,667.00,14.183
Kepler-1228 b,,1.540,,,,5063.00,0.74,,547.00,14.859
Kepler-1230 b,,2.710,,,,5961.00,1.08,,1433.00,15.309
Kepler-1231 b,,1.420,,,,5778.00,1.00,,948.00,14.746
Kepler-1232 b,,1.930,,,,5471.00,0.89,,740.00,14.803
Kepler-1233 b,,2.600,,,,6198.00,1.25,,1281.00,14.689
Kepler-1235 b,,0.790,,,,5541.00,0.90,,533.00,13.889
Kepler-1236 b,,2.140,,,,5337.00,0.82,,1078.00,15.956
Kepler-1391 b,,1.680,,,,5840.00,1.10,,721.00,13.852
Kepler-1393 b,,0.800,,,,5697.00,0.92,,462.00,13.348
Kepler-1394 b,,1.390,,,,6481.00,2.55,,820.00,11.801
Kepler-1395 b,,0.800,,,,6138.00,1.23,,507.00,12.581
Kepler-1397 b,,1.720,,,,6026.00,1.12,,770.00,14.089
Kepler-1371 b,,0.730,,,,5361.00,0.83,,450.00,13.851
Kepler-1371 c,,0.640,,,,5361.00,0.83,,450.00,13.851
Kepler-1372 b,,1.270,,,,5677.00,0.97,,1161.00,15.371
Kepler-1373 b,,1.160,,,,6299.00,1.33,,1112.00,14.135
Kepler-1374 b,,2.290,,,,5323.00,0.81,,1135.00,15.970
Kepler-1375 b,,1.740,,,,6704.00,1.78,,1238.00,13.749
Kepler-1376 b,,1.050,,,,5659.00,0.97,,864.00,14.699
Kepler-1377 b,,1.250,,,,5218.00,0.82,,1019.00,15.918
Kepler-1378 b,,2.200,,,,4407.00,0.67,,562.00,15.911
Kepler-1379 b,,1.300,,,,5188.00,0.79,,951.00,15.919
Kepler-1380 b,,1.430,,,,5570.00,0.94,,1209.00,15.619
Kepler-1381 b,,2.250,,,,5747.00,0.94,,1306.00,15.535
Kepler-1382 b,,1.880,,,,6161.00,1.72,,730.00,12.683
Kepler-1383 b,,1.410,,,,6370.00,1.44,,961.00,13.716
Kepler-1384 b,,1.940,,,,4919.00,0.74,,618.00,15.384
Kepler-1386 b,,1.240,,,,5733.00,1.03,-45.53,838.00,14.455
Kepler-1387 b,,0.930,,,,5046.00,0.77,,491.00,14.589
Kepler-1388 b,,2.590,,,,4098.00,0.61,,492.00,16.279
Kepler-1388 c,,2.260,,,,4098.00,0.61,,492.00,16.279
Kepler-1388 e,,2.460,,,,4098.00,0.61,,492.00,16.279
Kepler-1389 b,,1.770,,,,5078.00,0.74,,521.00,14.699
Kepler-1390 b,,1.180,,,,5753.00,0.98,,760.00,14.421
Kepler-1407 b,,2.250,,,,6010.00,1.15,,1275.00,14.935
Kepler-1408 b,,0.890,,,,6170.00,1.35,,426.00,12.003
Kepler-1410 b,,1.780,,,,4092.00,0.60,,367.00,15.757
Kepler-1411 b,,2.820,,,,5664.00,0.92,,1431.00,15.831
Kepler-1412 b,,0.830,,,,5880.00,1.27,,639.00,13.219
Kepler-1413 b,,1.820,,,,5196.00,0.80,,1162.00,16.239
Kepler-1415 b,,1.290,,,,5267.00,0.84,,1066.00,15.744
Kepler-1398 b,,0.900,,,,6126.00,1.18,,793.00,13.710
Kepler-1398 c,,1.030,,,,6126.00,1.18,,793.00,13.710
Kepler-1399 b,,1.250,,,,5735.00,0.96,,1256.00,15.490
Kepler-1401 b,,1.680,,,,5964.00,1.10,,1242.00,14.982
Kepler-1402 b,,0.760,,,,5416.00,0.87,,681.00,14.621
Kepler-1403 b,,2.140,,,,6060.00,1.15,,1801.00,15.598
Kepler-1404 b,,2.010,,,,5261.00,0.80,,946.00,15.688
Kepler-1406 b,,1.100,,,,5892.00,1.12,,587.00,13.256
Kepler-1416 b,,0.880,,,,6019.00,1.15,,807.00,14.220
Kepler-1417 b,,1.000,,,,5839.00,1.02,,656.00,13.914
Kepler-1419 b,,2.860,,,,5796.00,1.01,,1444.00,15.761
Kepler-1420 b,,1.280,,,,5187.00,0.79,,923.00,15.883
Kepler-1421 b,,0.930,,,,6335.00,1.42,,675.00,12.788
Kepler-1422 b,,2.020,,,,6194.00,1.23,,2081.00,15.665
Kepler-1424 b,,1.160,,,,5838.00,1.07,,620.00,13.619
Kepler-1425 b,,0.940,,,,5718.00,0.95,,499.00,13.572
Kepler-1426 b,,1.560,,,,5831.00,1.02,,1211.00,15.192
Kepler-1427 b,,1.100,,,,5793.00,1.01,,1220.00,15.415
WASP-76 b,292.40360,20.512,0.033000,88.000,1.189000,6250.00,1.73,-1.07,120.00,9.500
WASP-90 b,200.23290,18.271,0.056200,82.100,0.710000,6430.00,1.98,4.36,340.00,11.700
Kepler-954 b,,2.320,,,,4990.00,0.76,,224.00,12.971
Kepler-955 b,,3.130,,,,5350.00,0.84,,637.00,14.625
Kepler-956 b,,3.000,,,,6040.00,1.15,,631.00,13.345
Kepler-957 b,,5.500,,,,4963.00,0.75,,749.00,15.625
Kepler-958 b,,2.060,,,,5421.00,0.86,,467.00,13.766
Kepler-959 b,,4.380,,,,7005.00,2.01,,1003.00,12.538
Kepler-960 b,,2.290,,,,4755.00,0.72,,298.00,13.884
Kepler-961 b,,2.550,,,,5582.00,0.90,15.89,607.00,14.101
Kepler-962 b,,1.970,,,,5478.00,0.86,,439.00,13.576
Kepler-964 b,,2.120,,,,5427.00,0.84,,478.00,13.895
Kepler-965 b,,3.380,,,,5886.00,1.15,,618.00,13.350
Kepler-966 b,,4.130,,,,5840.00,1.02,,773.00,14.422
Kepler-967 b,,2.350,,,,5178.00,0.80,,499.00,14.443
Kepler-968 b,,2.000,,,,4598.00,0.70,,312.00,14.265
Kepler-968 c,,1.690,,,,4598.00,0.70,,312.00,14.265
Kepler-969 b,,2.070,,,,5214.00,0.82,,411.00,13.733
Kepler-970 b,,2.770,,,,4511.00,0.67,,350.00,14.786
Kepler-971 b,,2.130,,,,5431.00,0.85,,345.00,13.237
Kepler-972 b,,4.650,,,,6146.00,1.22,,1304.00,14.915
Kepler-973 b,,1.960,,,,5213.00,0.78,,297.00,13.218
Kepler-975 b,,1.480,,,,4897.00,0.75,,404.00,14.438
Kepler-976 b,,3.960,,,,5232.00,0.83,,1020.00,15.795
Kepler-977 b,,2.620,,,,5315.00,0.83,,664.00,14.812
Kepler-978 b,,2.990,,,,6002.00,1.09,,624.00,13.429
