pl_name,pl_masse,pl_rade,pl_orbsmax,pl_orbincl,pl_trandep,st_teff,st_rad,st_radv,st_dist,st_optmag
Kepler-403 b,,1.250,0.076000,,,6090.00,1.33,,,12.805
Kepler-403 c,,1.750,0.297000,,,6090.00,1.33,,,12.805
Kepler-404 c,,1.720,0.118000,,,5654.00,0.88,,,15.228
Kepler-405 b,,2.080,0.095000,,,5818.00,0.89,,,15.855
Kepler-405 c,,4.660,0.188000,,,5818.00,0.89,,,15.855
Kepler-406 c,2.71000,0.850,,,,5538.00,1.07,,,12.520
Kepler-407 b,,1.070,,,,5476.00,1.01,,,12.521
Kepler-408 b,,0.820,,,,6104.00,1.23,,,8.769
Kepler-411 b,,1.880,0.038000,88.270,0.069000,4974.00,0.79,,,12.231
Kepler-412 b,299.07803,15.031,0.028970,80.559,,5750.00,1.29,-54.58,1056.00,13.730
Kepler-414 b,3.50000,1.710,,,,,0.95,-28.20,,13.338
Kepler-414 c,29.90000,3.010,,,,,0.95,-28.20,,13.338
Kepler-415 c,,,,,,,0.64,,,15.842
Kepler-416 b,58.20000,2.480,,,,,1.07,,,14.028
Kepler-1585 b,,1.790,,,,5538.00,0.91,,1269.00,15.965
Kepler-1587 b,,1.330,,,,5933.00,1.22,,907.00,14.090
Kepler-1588 b,,0.760,,,,5817.00,0.99,,658.00,13.858
Kepler-1589 b,,1.090,,,,6166.00,1.25,,1418.00,14.978
Kepler-1591 b,,1.270,,,,6082.00,1.16,,1090.00,14.686
Kepler-1592 b,,1.540,,,,6213.00,1.28,,1349.00,14.803
Kepler-1593 b,,3.170,,,,4995.00,0.77,,755.00,15.873
Kepler-1594 b,,1.060,,,,5946.00,1.08,,1100.00,14.801
Kepler-1596 b,,1.900,,,,5706.00,0.92,,1166.00,15.370
Kepler-1597 b,,1.060,,,,6377.00,1.39,,1255.00,14.144
Kepler-1598 b,,0.950,,,,5940.00,1.09,,734.00,13.874
Kepler-1600 b,,3.130,,,,5214.00,0.82,,992.00,15.825
Kepler-1601 b,,0.820,,,,5869.00,1.07,,660.00,13.764
Kepler-1602 b,,1.340,,,,6296.00,1.36,,815.00,13.352
Kepler-1603 b,,1.290,,,,6241.00,1.31,,1751.00,15.332
Kepler-1604 b,,1.410,,,,4976.00,0.76,,562.00,14.915
Kepler-1605 b,,1.080,,,,5280.00,0.82,,224.00,12.429
Kepler-1606 b,,2.070,,,,5422.00,0.86,,880.00,15.139
Kepler-1607 b,,0.920,,,,6116.00,1.21,,735.00,13.897
Kepler-1608 b,,1.730,,,,4992.00,0.72,,832.00,15.889
Kepler-1609 b,,2.220,,,,6132.00,1.27,,1483.00,15.015
Kepler-1610 b,,1.610,,,,5383.00,0.87,,1063.00,15.850
Kepler-1611 b,,0.810,,,,5605.00,0.93,,686.00,14.435
Kepler-1612 b,,1.030,,,,5643.00,0.94,,837.00,14.750
Kepler-1613 b,,2.080,,,,6005.00,1.12,,855.00,14.118
Kepler-1614 b,,1.490,,,,5121.00,0.76,,982.00,15.923
Kepler-668 b,,2.700,,,,5352.00,0.82,,877.00,15.317
Kepler-669 b,,4.830,,,,6038.00,1.20,,1778.00,15.506
Kepler-670 b,,13.180,,,,5709.00,0.99,,980.00,15.052
Kepler-672 b,,2.500,,,,5627.00,0.92,,1011.00,15.172
Kepler-673 b,,6.540,,,,5355.00,0.84,,978.00,15.523
Kepler-674 b,,1.690,,,,4192.00,0.57,,302.00,15.135
Kepler-675 b,,2.440,,,,4945.00,0.75,,651.00,15.334
Kepler-677 b,,5.380,,,,5723.00,0.99,,1180.00,15.312
Kepler-678 b,,5.140,,,,5520.00,0.91,,875.00,15.080
HD 219134 b,4.74000,1.602,0.038760,85.050,0.035800,4699.00,0.78,-18.42,6.55,5.570
HD 219134 c,4.36000,1.511,0.065300,87.280,0.031800,4699.00,0.78,-18.42,6.55,5.570
HD 219134 d,16.17000,1.610,0.237000,,,4699.00,0.78,-18.42,6.55,5.570
Kepler-679 b,,3.010,,,,5403.00,0.84,,968.00,15.505
KOI-94 d,106.00000,11.270,0.168400,89.871,,6182.00,1.52,,,12.205
GJ 1132 b,1.63000,1.430,0.015330,86.580,,,0.26,35.00,12.04,13.490
K2-27 b,30.90000,4.480,0.067020,,,5248.00,0.89,-37.77,,12.640
Pr0211 c,,,5.500000,,,5300.00,0.83,,,12.060
K2-24 b,,5.830,0.154200,88.950,,5743.00,1.21,,,11.070
K2-24 c,,8.100,0.247100,89.430,,5743.00,1.21,,,11.070
Kepler-680 b,,2.420,,,,5890.00,1.11,,1342.00,15.242
Kepler-681 b,,3.080,,,,5021.00,0.76,,666.00,15.234
Kepler-682 b,,7.370,,,,5559.00,0.89,,951.00,15.140
Kepler-683 b,,1.970,,,,5703.00,0.95,,976.00,15.026
Kepler-684 b,,3.360,,,,5493.00,0.86,,1066.00,15.591
Kepler-685 b,,10.580,,,,5963.00,1.16,,1145.00,15.001
Kepler-686 b,,12.150,,,,5649.00,0.92,,1203.00,15.530
Kepler-434 b,908.96000,12.670,0.114300,86.460,,5977.00,1.38,-51.16,1240.00,14.517
Kepler-436 b,,2.730,0.339000,89.930,,4651.00,0.70,,618.00,15.856
Kepler-439 b,,2.240,0.563000,89.950,,5431.00,0.87,-39.88,693.00,14.560
Kepler-442 b,,1.340,0.409000,89.940,,4402.00,0.60,,342.00,14.976
Kepler-444 d,,0.530,0.060000,88.160,,5046.00,0.75,-121.90,35.70,8.880
Kepler-446 b,,1.500,,87.420,,3359.00,0.24,-118.00,120.00,16.257
Kepler-46 c,119.49900,,0.279900,87.400,,5309.00,0.79,,855.00,15.262
Kepler-48 b,3.94000,1.880,,,,5194.00,0.89,,,13.040
Kepler-49 c,228.83000,2.550,,,,4252.00,0.56,,,15.264
Kepler-50 c,,2.170,0.087000,,0.015900,6225.00,1.58,,,10.421
Kepler-52 b,2765.00000,2.100,,,,4263.00,0.56,,,15.095
Kepler-53 c,5002.43000,3.170,,,,5858.00,0.89,,,15.386
Kepler-55 b,473.55000,2.430,,,,4503.00,0.62,,,15.791
Kepler-55 f,,1.590,0.081000,,,4503.00,0.62,,,15.791
Kepler-57 c,2208.83000,1.550,,,,5145.00,0.73,,,14.809
Kepler-59 c,435.41000,1.980,,,,6074.00,0.94,,,14.307
Kepler-61 b,,2.150,,89.800,,4017.00,0.62,,,14.995
Kepler-62 e,36.00000,1.610,0.427000,89.980,0.070000,4925.00,0.64,,368.00,13.725
Kepler-65 c,,2.580,0.068000,,0.028200,6211.00,1.41,,,11.018
Kepler-66 b,,2.800,0.135200,,,5962.00,0.97,,1107.00,15.300
Kepler-68 d,267.00000,,,,,5793.00,1.24,-20.90,135.00,9.990
Kepler-77 b,136.66100,10.761,0.045010,88.000,0.984900,5520.00,0.99,-24.76,570.00,13.938
Kepler-79 d,6.00000,7.160,0.287000,89.930,0.296800,6174.00,1.30,,,13.914
Kepler-8 b,187.51970,15.872,0.047400,83.978,,6213.00,1.49,-52.72,1330.00,13.900
Kepler-80 e,4.13000,1.600,0.049100,88.790,,4540.00,0.68,,357.00,14.804
Kepler-82 b,,4.000,,,,5428.00,0.94,,,15.158
Kepler-417 b,11.00000,2.310,,,,,0.81,,,15.886
Kepler-417 c,,,,,,,0.81,,,15.886
Kepler-419 b,794.50000,10.800,0.370000,88.950,,6430.00,1.74,,,13.005
KOI-1257 b,460.83000,10.540,0.382000,89.660,,5520.00,1.13,8.80,900.00,14.867
Kepler-421 b,,4.160,1.219000,89.965,,5308.00,0.76,,320.00,13.354
Kepler-423 b,189.10100,13.361,0.035850,87.828,1.587200,5560.00,0.95,-3.04,725.00,14.290
Kepler-424 b,327.35000,9.980,0.044000,,,5460.00,0.94,,,14.256
Kepler-425 b,79.45000,10.962,0.046400,87.020,,5170.00,0.86,-45.40,650.00,14.970
Kepler-426 b,108.06000,12.220,0.041400,85.740,,5725.00,0.92,-78.83,880.00,15.073
Kepler-427 b,92.17000,13.790,0.091000,89.500,,5800.00,1.35,-23.94,1100.00,14.420
KIC 10001893 b,,,,,,27500.00,,25.00,,15.846
Kepler-430 b,,3.250,0.224400,,,5884.00,1.49,,,13.848
Kepler-431 b,,0.764,0.071900,,,6004.00,1.09,,,11.973
Kepler-431 d,,1.110,0.104500,,,6004.00,1.09,,,11.973
Kepler-432 b,1719.46030,12.834,0.301000,88.170,,4995.00,4.06,-35.22,870.00,12.465
Kepler-433 b,896.24000,16.250,0.067900,89.210,,6360.00,2.26,-1.28,1870.00,14.463
Kepler-437 b,,2.140,0.288000,89.900,,4551.00,0.68,,417.00,14.352
Kepler-438 b,,1.120,0.166000,89.860,,3748.00,0.52,,145.00,14.467
Kepler-440 b,,1.860,0.242000,89.930,,4134.00,0.56,,261.00,15.134
Kepler-441 b,,1.640,0.640000,89.970,,4340.00,0.55,,284.00,15.142
Kepler-443 b,,2.330,0.495000,89.940,,4723.00,0.71,,779.00,15.891
Kepler-444 b,,0.403,0.041780,88.000,,5046.00,0.75,-121.90,35.70,8.880
Kepler-444 c,,0.497,0.048810,88.200,,5046.00,0.75,-121.90,35.70,8.880
Kepler-444 f,,0.741,0.081100,87.960,,5046.00,0.75,-121.90,35.70,8.880
Kepler-445 b,,1.580,,89.740,,3157.00,0.21,-61.00,90.00,17.475
Kepler-445 d,,1.250,,89.610,,3157.00,0.21,-61.00,90.00,17.475
Kepler-446 d,,1.350,,88.720,,3359.00,0.24,-118.00,120.00,16.257
Kepler-1615 b,,2.060,,,,5865.00,1.05,,940.00,14.553
Kepler-1616 b,,1.020,,,,6266.00,1.34,,862.00,13.499
Kepler-1617 b,,1.200,,,,6167.00,1.22,,813.00,13.630
Kepler-1618 b,,1.260,,,,6620.00,1.65,,1238.00,13.606
Kepler-1619 b,,0.760,,,,5852.00,1.00,,520.00,13.341
Kepler-1620 b,,1.610,,,,6157.00,1.23,,773.00,13.658
Kepler-1621 b,,2.160,,,,6158.00,1.24,,1461.00,15.015
Kepler-1622 b,,1.470,,,,6436.00,1.50,,927.00,13.385
Kepler-1623 b,,1.310,,,,5772.00,1.00,,986.00,14.951
Kepler-1624 b,,5.700,,,,3636.00,0.47,,199.00,15.669
Kepler-1625 b,,6.060,,,,5677.00,0.94,,1213.00,15.756
Kepler-1626 b,,2.020,,,,6826.00,1.85,,1718.00,14.275
Kepler-1627 b,,3.690,,,,5445.00,0.84,,311.00,13.028
Kepler-1628 b,,6.430,,,,3724.00,0.52,-16.36,352.00,16.595
Kepler-1629 b,,0.770,,,,5776.00,1.01,-15.42,390.00,12.750
Kepler-1631 b,,1.350,,,,5679.00,0.95,,1190.00,15.524
Kepler-1632 b,,2.470,,,,6137.00,1.19,,584.00,13.093
Kepler-1633 b,,1.580,,,,6256.00,1.32,,811.00,13.435
Kepler-1635 b,,3.640,,,,5347.00,0.85,,1084.00,15.696
Kepler-1636 b,,3.230,,,,5797.00,1.02,,1567.00,15.807
Kepler-1637 b,,0.890,,,,5789.00,1.02,,506.00,13.328
Kepler-1638 b,,1.870,,,,5710.00,0.95,,879.00,14.759
Kepler-1640 b,,4.820,,,,6324.00,1.43,,1379.00,14.624
Kepler-1641 b,,3.110,,,,6152.00,1.19,,961.00,14.263
Kepler-1641 c,,2.950,,,,6152.00,1.19,,961.00,14.263
Kepler-1642 b,,3.200,,,,5355.00,0.84,,447.00,14.130
Kepler-1643 b,,2.300,,,,5508.00,0.88,,414.00,13.116
Kepler-1644 b,,1.880,,,,5499.00,0.86,,592.00,14.223
Kepler-712 b,,3.410,,,,5148.00,0.78,,944.00,15.859
Kepler-687 b,,3.520,,,,4841.00,0.73,,628.00,15.398
Kepler-688 b,,9.760,,,,5715.00,0.96,,1247.00,15.725
Kepler-689 b,,2.890,,,,5518.00,0.88,,1044.00,15.583
Kepler-690 b,,5.950,,,,5913.00,1.16,,1653.00,15.670
Kepler-691 b,,2.090,,,,3715.00,0.50,,239.00,15.877
Kepler-692 b,,3.110,,,,5440.00,0.86,,1000.00,15.540
Kepler-693 b,,10.180,,,,4881.00,0.72,,1002.00,16.422
Kepler-694 b,,2.800,,,,5700.00,0.95,,1023.00,15.090
Kepler-695 b,,9.210,,,,5181.00,0.80,,620.00,15.028
Kepler-696 b,,6.140,,,,5903.00,1.08,,1285.00,15.270
Kepler-697 b,,4.130,,,,5513.00,0.88,,1091.00,15.581
Kepler-698 b,,3.680,,,,5612.00,0.91,,1135.00,15.447
Kepler-699 b,,14.110,,,,5330.00,0.78,,888.00,15.482
Kepler-700 b,,5.990,,,,5692.00,0.96,,1061.00,15.201
Kepler-701 b,,2.840,,,,5343.00,0.84,,755.00,15.018
Kepler-702 b,,9.170,,,,5419.00,0.86,,892.00,15.305
Kepler-703 b,,8.200,,,,6185.00,1.27,,1482.00,15.287
Kepler-704 b,,2.610,,,,5616.00,0.96,,1054.00,15.257
Kepler-705 b,,2.110,,,,3722.00,0.51,,251.00,15.849
Kepler-706 b,,13.170,,,,5394.00,0.84,,810.00,15.196
Kepler-707 b,,1.330,,,,5099.00,0.76,,626.00,15.001
Kepler-708 b,,2.930,,,,5692.00,0.96,,1241.00,15.533
Kepler-709 b,,2.920,,,,5071.00,0.77,,668.00,15.219
Kepler-245 e,,1.750,,,,5100.00,0.80,,,15.599
Kepler-711 b,,3.410,,,,5222.00,0.80,,664.00,15.316
Kepler-712 c,,4.850,,,,5148.00,0.78,,944.00,15.859
Kepler-713 b,,2.480,,,,5785.00,0.99,,1003.00,15.031
Kepler-83 b,,2.830,,,,4648.00,0.59,,,15.777
Kepler-84 c,,2.360,,,,6031.00,1.17,,,14.764
PH1 b,169.00000,6.180,0.652000,90.050,,6407.00,1.73,21.18,1000.00,13.718
POTS-1 b,734.16000,10.548,0.037340,88.060,,4400.00,0.59,-16.23,1200.00,17.940
PSR B1257+12 d,3.90000,,0.460000,,,,,,600.00,
Pr0201 b,,,,,,6174.00,1.17,,,10.520
Qatar-2 b,792.63500,14.056,0.021530,86.120,,4645.00,0.78,,,13.300
Kepler-85 b,,1.970,,,,5436.00,0.89,,,14.779
Kepler-87 b,324.20000,13.490,0.481000,89.274,,5600.00,1.82,-9.35,,14.600
Kepler-92 c,6.10000,2.600,,,,5883.00,1.70,,,11.565
Kepler-94 c,3126.00000,,,,,4781.00,0.76,,,12.895
Kepler-97 b,3.51000,1.480,,,,5779.00,0.98,,,12.872
Kepler-98 b,3.55000,1.990,,,,5539.00,1.11,,,12.899
MOA-2007-BLG-192L b,3.30000,,0.620000,,,,,,1000.00,
MOA-2009-BLG-387L b,813.64480,,1.820000,52.000,,,,,5690.00,
MOA-bin-1L b,1175.90000,,8.300000,,,,,,5100.00,
NGC 2682 YBP 1514 b,,,,,,5725.00,,34.06,,14.770
NN Ser d,731.00000,,3.430000,,,57000.00,,,500.00,
OGLE-2005-BLG-390L b,5.50000,,2.600000,,,,,,6600.00,
OGLE-2007-BLG-368L b,20.00000,,3.300000,,,,,,5900.00,17.710
OGLE-2011-BLG-0265L b,279.68000,,1.890000,,,,,,4380.00,
OGLE-2012-BLG-0358L b,587.96000,,0.870000,,,,,,1760.00,
OGLE-2013-BLG-0341L B b,2.32000,,0.883000,,,,,,1161.00,
OGLE-TR-10 b,197.04600,14.011,0.043400,90.000,1.210000,5950.00,1.17,-6.25,,14.930
OGLE-TR-182 b,320.99500,12.666,0.051000,85.700,1.040000,5924.00,1.14,,,
OGLE-2012-BLG-0026L b,46.08535,,4.000000,,,,,,4019.00,
Kepler-447 b,435.41000,18.490,0.076900,86.550,,5493.00,1.05,1.39,,12.394
KOI-12 b,3178.30000,16.029,0.151000,88.950,,6820.00,1.63,,426.00,11.353
Lupus-TR-3 b,257.43100,9.976,0.046400,88.300,,5000.00,0.82,,2000.00,
MOA-2007-BLG-400L b,263.79000,,0.720000,,,,,,5800.00,
MOA-2008-BLG-310L b,23.40000,,1.610000,,,,,,7700.00,
MOA-2008-BLG-379L b,1303.00000,,3.300000,,,,,,3300.00,
MOA-2009-BLG-266L b,10.40000,,3.200000,,,,,,3040.00,
MOA-2009-BLG-319L b,50.00000,,2.400000,,,,,,6100.00,
MOA-2010-BLG-477L b,476.70000,,2.000000,,,5950.00,,,2300.00,
MOA-2010-BLG-073L b,3496.00000,,1.210000,,,,,,2800.00,
MOA-2011-BLG-293L b,1525.50000,,1.100000,,,,,,7720.00,
MOA-2011-BLG-322L b,3686.70000,,4.300000,,,,,,7560.00,
NGC 2682 YBP 1194 b,,,,,,5780.00,,34.19,,14.600
NGC 2682 Sand 364 b,,,,,,4284.00,21.80,33.22,,9.800
NGC 4349 127 b,,,2.380000,,,,,-11.43,2200.00,10.880
OGLE-2003-BLG-235L b,826.35800,,4.300000,,,,,,5800.00,
OGLE-2005-BLG-071L b,1207.70000,,3.600000,,,,,,3200.00,
OGLE-2005-BLG-169L b,14.10000,,3.500000,,,,,,4100.00,
OGLE-2006-BLG-109L b,231.00000,,2.300000,,,,,,1510.00,
OGLE-2006-BLG-109L c,86.00000,,4.500000,64.000,,,,,1510.00,
OGLE-2008-BLG-092L b,56.60000,,18.000000,,,,,,8100.00,
OGLE-2008-BLG-355L b,1462.00000,,1.700000,,,,,,6800.00,
OGLE-2012-BLG-0026L c,273.33380,,4.800000,,,,,,4019.00,
OGLE-2012-BLG-0406L b,867.64000,,3.450000,,,,,,4970.00,
K2-35 b,,1.930,0.055000,88.580,,4402.71,0.62,,,14.350
K2-35 c,,1.320,0.031000,88.980,,4402.71,0.62,,,14.350
K2-36 b,,1.320,0.023000,87.750,,4924.00,0.74,,,11.800
Kepler-1645 b,,1.780,,,,5812.00,1.02,-82.15,844.00,14.472
Kepler-539 c,762.79200,,2.420000,,,5820.00,0.95,9.96,313.00,12.391
HD 191806 b,,,2.800000,,,6010.00,,-15.36,73.47,8.084
HD 214823 b,,,3.180000,,,6215.00,,-44.50,97.47,8.068
HD 221585 b,,,2.306000,,,5620.00,,6.43,53.59,7.465
Kepler-1647 b,483.00000,11.874,2.720500,90.097,,6210.00,1.79,18.00,,13.545
MOA-2013-BLG-605L b,3.20000,,0.940000,,,,,,,
HD 219828 c,,,5.960000,,,5891.00,1.69,-24.03,77.90,8.008
K2-39 b,39.80000,5.710,0.057400,,,4912.00,2.93,,,10.830
WASP-120 b,1541.47550,16.511,0.051400,82.540,0.655000,6450.00,1.87,19.84,437.00,11.000
WASP-123 b,285.72917,14.773,0.042630,85.740,1.110000,5740.00,1.28,16.93,214.00,11.100
HATS-25 b,194.82979,14.123,0.051630,86.930,,5715.00,1.11,31.66,466.00,13.097
HATS-26 b,206.58950,19.616,0.047350,86.200,,6071.00,2.04,-12.52,907.00,12.955
HATS-27 b,168.44990,16.814,0.061100,87.300,,6438.00,1.74,-3.58,840.00,12.766
HATS-28 b,213.58176,13.384,0.041310,86.170,,5498.00,0.92,-8.65,521.00,13.934
HATS-29 b,207.54299,14.022,0.054750,87.370,,5670.00,1.07,-19.72,351.00,12.612
HATS-30 b,224.38798,13.171,0.043540,86.840,,5943.00,1.06,-0.08,339.00,12.192
WASP-121 b,375.99289,20.905,0.025440,87.600,1.551000,6459.00,1.46,38.35,270.00,10.440
MOA-2010-BLG-353L b,85.81410,,1.720000,,,,,,6430.00,
K2-33 b,1175.97100,5.040,,89.100,,3540.00,1.05,-6.70,,15.714
V830 Tau b,222.48100,,0.057000,55.000,,4250.00,2.00,,150.00,12.377
HATS-15 b,689.69110,12.386,0.027120,87.130,,5311.00,0.92,-54.15,689.00,14.774
HATS-16 b,1039.30410,14.572,0.037440,83.530,,5738.00,1.24,31.59,774.00,13.834
WASP-157 b,182.43442,11.938,0.052900,84.930,0.891000,5838.00,1.13,-21.95,,12.910
K2-36 c,,2.800,0.055500,88.330,,4924.00,0.74,,,11.800
Kepler-715 b,,3.750,,,,5871.00,1.04,,1214.00,15.063
Kepler-716 b,,2.900,,,,5099.00,0.78,,675.00,15.193
Kepler-717 b,,2.420,,,,5485.00,0.85,,1126.00,15.662
Kepler-719 b,,8.520,,,,5777.00,0.98,,1427.00,15.813
Kepler-720 b,,8.410,,,,5618.00,0.92,,880.00,15.113
Kepler-721 b,,2.640,,,,5075.00,0.78,,848.00,15.651
Kepler-722 b,,2.630,,,,5863.00,1.05,,1375.00,15.399
Kepler-723 b,,12.190,,,,5539.00,0.89,,965.00,15.198
Kepler-724 b,,3.290,,,,5437.00,0.86,,862.00,15.142
Kepler-725 b,,10.630,,,,5363.00,0.84,,778.00,15.011
Kepler-726 b,,3.260,,,,5452.00,0.85,,838.00,15.067
Kepler-728 b,,3.340,,,,5660.00,0.93,,1236.00,15.543
Kepler-729 b,,3.580,,,,5633.00,0.91,,1271.00,15.603
Kepler-730 b,,9.210,,,,5726.00,1.01,,1455.00,15.649
Kepler-731 b,,13.880,,,,5849.00,1.06,,1311.00,15.272
Kepler-732 c,,1.270,,,,3631.00,0.46,,150.00,15.073
Kepler-733 b,,2.820,,,,5418.00,0.86,,980.00,15.412
Kepler-255 d,,1.320,,,,5573.00,0.93,,,15.596
Kepler-734 b,,3.560,,,,5326.00,0.78,,553.00,15.017
Kepler-736 b,,2.930,,,,5217.00,0.81,,1007.00,15.733
Kepler-737 b,,1.960,,,,3813.00,0.48,,195.00,15.190
Kepler-738 b,,2.500,,,,5327.00,0.82,,992.00,15.598
Kepler-739 b,,3.320,,,,5601.00,0.90,,1128.00,15.485
Kepler-741 b,,2.970,,,,6129.00,1.24,,1530.00,15.067
Kepler-742 b,,3.240,,,,4642.00,0.71,,499.00,15.223
Kepler-743 b,,1.210,,,,5486.00,0.85,,258.00,12.550
Kepler-744 b,,1.620,,,,5594.00,0.93,,486.00,13.581
Kepler-746 b,,1.110,,,,5418.00,0.93,,450.00,13.615
UZ For c,2447.20000,,2.800000,,,,,,,
VHS J125601.92-125723.9 b,3559.69600,,102.000000,,,2620.00,,-1.40,12.70,17.759
WASP-12 b,467.21010,21.297,0.023400,83.370,1.389000,6360.00,1.66,19.08,,11.690
WASP-16 b,272.00000,11.300,0.042100,85.220,1.199000,5700.00,0.95,-1.94,,
WASP-2 b,290.80200,12.005,0.031380,84.810,1.617000,5200.00,0.84,-27.86,166.00,11.880
WASP-24 b,340.38200,14.571,0.036510,83.640,1.008000,6075.00,1.33,-17.90,,11.306
WASP-29 b,77.54700,8.878,0.045700,88.800,1.020000,4800.00,0.81,24.53,70.00,
WASP-33 b,1303.00000,16.780,0.025550,87.670,1.372000,7430.00,1.44,,116.14,8.142
WASP-37 b,572.07000,13.002,0.044600,88.820,1.427000,5800.00,1.00,,343.00,12.704
WASP-41 b,298.76020,13.227,0.040000,89.400,1.870000,5545.00,0.87,3.28,180.00,11.600
WASP-45 b,318.46566,11.119,0.040500,84.686,,5100.00,0.92,4.55,,12.000
WASP-49 b,120.13500,12.498,0.037900,84.890,1.376000,5600.00,0.98,41.73,170.00,11.360
WASP-55 b,199.27941,14.964,0.055800,89.050,,6070.00,1.10,-4.32,330.00,11.800
WASP-59 b,274.27600,8.687,0.069700,89.270,1.690000,4650.00,0.61,-56.80,125.00,13.000
WASP-62 b,181.15500,15.581,0.056700,88.300,1.230000,6280.00,1.28,14.97,160.00,10.300
WASP-66 b,737.33500,15.581,0.054600,85.900,0.668000,6580.00,1.75,-10.02,380.00,11.600
WASP-7 b,305.10400,14.908,0.061800,89.600,0.579000,6400.00,1.43,,140.00,9.510
WASP-73 b,597.50000,13.002,0.055120,87.400,0.330000,6036.00,2.07,,,10.500
WASP-79 b,286.03000,23.430,0.053500,83.300,1.268000,6600.00,1.53,,240.00,10.100
WASP-82 b,394.10920,18.719,0.044700,87.900,0.624000,6490.00,2.18,-23.63,200.00,10.100
WASP-94 A b,143.65300,19.280,0.055000,88.700,1.197000,6153.00,1.62,-8.82,180.00,10.100
WASP-97 b,419.52000,12.670,0.033030,88.000,1.190000,5640.00,1.06,6.81,,
WTS-2 b,355.96960,15.278,0.018550,83.550,,5000.00,0.75,-20.03,1000.00,15.900
XO-4 b,565.71000,14.910,,88.800,,5700.00,1.55,,293.00,10.674
Kepler-237 c,,2.080,0.071000,,,4861.00,0.72,,,15.289
OGLE-2013-BLG-0102L b,3994.48600,,0.800000,,,,,,3040.00,
OGLE-2014-BLG-0124L b,162.09000,,3.110000,,,,,,4100.00,
OGLE2-TR-L9 b,1430.17500,18.046,0.030800,79.800,1.177000,6933.00,1.53,,,
OGLE-TR-056 b,441.77000,15.278,0.023830,77.600,0.916800,6050.00,1.36,,,15.300
OGLE-TR-111 b,,11.422,0.047300,88.300,,5040.00,0.83,25.15,,15.550
OGLE-TR-113 b,400.44900,12.251,0.022890,87.800,2.103000,4790.00,0.77,-7.94,600.00,14.420
OGLE-TR-132 b,375.02000,13.450,0.030350,83.400,0.917000,6210.00,1.32,39.68,2500.00,15.720
OGLE-TR-211 b,327.35100,15.244,0.051000,87.200,0.723000,6325.00,1.64,,,
Oph 11 b,4449.62000,,243.000000,,,2375.00,,,125.00,
Pr0211 b,,,0.031760,,,5300.00,0.83,,,12.060
PSR B1257+12 b,0.02000,,0.190000,,,,,,600.00,
PSR B1257+12 c,4.30000,,0.360000,,,,,,600.00,
PSR B1620-26 b,794.57500,,23.000000,,,,,,,
PSR J1719-1438 b,382.80000,,0.004400,,,4500.00,0.04,,1200.00,
Qatar-1 b,411.27202,12.812,0.023320,84.080,2.140000,5013.00,0.80,-37.84,,12.843
ROXs 42 B b,2860.00000,,157.000000,,,,,,135.00,
ROXs 12 b,5085.00000,,210.000000,,,3850.00,,,120.00,15.595
SR 12 AB c,4131.62000,,,,,,,,,13.265
SWEEPS-4 b,1207.70000,9.079,0.055000,,0.500000,,1.18,,8500.00,18.800
SWEEPS-11 b,3082.82000,12.666,0.030000,,0.600000,,1.45,,8500.00,19.830
TrES-1 b,238.99800,11.960,0.039250,90.000,2.110000,5230.00,0.81,-20.52,150.00,11.760
TrES-3 b,607.03000,14.975,0.022820,81.850,2.739000,5650.00,0.83,,228.00,12.402
TrES-4 b,157.00802,20.602,0.051600,83.070,,6295.00,1.81,-16.10,492.00,11.592
TrES-5 b,568.91570,13.384,0.024590,84.270,,5171.00,0.87,,360.00,13.718
TYC 1422-614-1 b,,,0.690000,,,4806.00,6.85,37.37,759.00,10.210
TYC 1422-614-1 c,,,1.370000,,,4806.00,6.85,37.37,759.00,10.210
K2-100 b,,3.500,,85.100,,6120.00,1.19,33.60,,10.651
K2-101 b,,2.000,,89.400,,4819.00,0.73,34.31,,12.957
K2-37 b,,1.610,0.051100,87.280,,5413.00,0.85,,,12.520
K2-37 c,,2.750,0.065400,87.370,,5413.00,0.85,,,12.520
K2-37 d,,2.730,0.110300,88.340,,5413.00,0.85,,,12.520
K2-38 b,12.00000,1.550,0.050600,87.280,,5757.00,1.10,,,11.390
K2-38 c,9.90000,2.420,0.096400,88.610,,5757.00,1.10,,,11.390
K2-8 c,,2.410,0.053200,86.700,,4870.00,0.74,,,14.610
HIP 41378 b,,2.900,,88.400,,6199.00,1.40,,116.14,8.930
HIP 41378 c,,2.560,,89.580,,6199.00,1.40,,116.14,8.930
HIP 41378 d,,3.960,,,,6199.00,1.40,,116.14,8.930
GJ 3998 b,,,0.029000,,,3722.00,0.49,-44.81,17.79,10.830
GJ 3998 c,,,0.089000,,,3722.00,0.49,-44.81,17.79,10.830
BD+20 594 b,16.30000,2.230,0.241000,89.550,,5766.00,0.93,-20.34,,11.038
Proxima Cen b,,,0.048500,,,3050.00,0.14,,1.29,11.110
OGLE-2007-BLG-349L AB c,80.00000,,2.590000,,,,,,2760.00,
HATS-11 b,263.79890,16.668,,89.030,,6060.00,1.44,-58.32,,14.018
HATS-12 b,759.61370,15.513,,82.270,,6408.00,2.21,-21.66,,12.756
GJ 676 A c,,,6.600000,,,,,-39.04,16.90,9.580
GJ 676 A e,,,,,,,,-39.04,16.90,9.580
K2-97 b,349.61300,14.684,,,,4790.00,4.20,,,12.611
